day,city,S,E,I,R,I_rep,new_rep
120,Mesquite,148746.88,1.96,6.44,43.07,0.64,0.06
120,Beaumont,144071.08,108.01,286.46,1377.84,28.65,2.86
120,Midland,143556.96,3.41,10.88,69.07,1.09,0.11
120,Carrollton,132661.61,1.48,4.92,33.43,0.49,0.05
120,Tyler,130585.23,13.05,38.51,218.29,3.85,0.39
120,Lewisville,128238.42,1.39,4.63,31.42,0.46,0.05
120,Abilene,126836.27,7.67,23.26,137.16,2.33,0.23
120,Pearland,118782.42,522.17,1303.68,5464.51,130.37,13.04
120,Round Rock,124003.91,6.89,21.06,128.93,2.11,0.21
120,Temple,123566.24,10.04,29.98,173.68,3.00,0.30
120,Richardson,118195.97,1.37,4.53,30.79,0.45,0.05
120,The Woodlands,111711.79,324.26,807.15,3431.12,80.71,8.07
120,Harlingen,115639.35,2.73,8.72,55.78,0.87,0.09
120,League City,109747.09,317.42,790.40,3362.69,79.04,7.90
120,Port Arthur,113381.51,58.49,158.21,788.72,15.82,1.58
120,Longview,112285.27,11.62,34.24,194.00,3.42,0.34
120,Sugar Land,103757.38,409.57,1020.62,4289.16,102.06,10.21
120,Allen,107621.20,1.18,3.91,26.48,0.39,0.04
120,Edinburg,102505.98,1.00,3.34,22.88,0.33,0.03
120,Wichita Falls,102412.43,3.42,10.70,65.75,1.07,0.11
120,San Angelo,99229.14,7.56,22.64,131.43,2.26,0.23
120,New Braunfels,98473.09,5.65,17.21,103.95,1.72,0.17
120,Conroe,93585.05,188.57,476.76,2092.13,47.68,4.77
120,Atascocita,88568.90,382.22,954.15,4001.69,95.41,9.54
120,Mission,86193.61,0.69,2.33,16.48,0.23,0.02
120,Bryan,85407.53,26.85,74.59,389.92,7.46,0.75
120,Baytown,80405.44,265.06,658.21,2782.07,65.82,6.58
120,Pharr,79771.37,0.64,2.17,15.36,0.22,0.02
120,Georgetown,78619.57,4.59,13.96,84.19,1.40,0.14
120,Texarkana,78259.15,8.21,24.16,136.45,2.42,0.24
120,Flower Mound,77840.79,0.85,2.81,19.07,0.28,0.03
120,Cedar Park,77304.42,4.01,12.30,76.23,1.23,0.12
120,Mansfield,75343.83,1.08,3.54,23.29,0.35,0.04
120,Missouri City,70992.81,299.80,748.06,3138.66,74.81,7.48
120,San Marcos,74277.84,4.94,14.93,88.78,1.49,0.15
120,Sherman,73924.46,1.23,3.99,25.86,0.40,0.04
120,North Richland Hills,70296.78,0.77,2.56,17.37,0.26,0.03
120,Leander,67737.61,3.37,10.37,64.09,1.04,0.10
120,Spring,63394.99,258.75,645.14,2708.68,64.51,6.45
120,Victoria,65832.94,26.43,72.40,367.00,7.24,0.72
120,Pflugerville,65005.50,3.84,11.69,71.27,1.17,0.12
120,Rowlett,64097.99,0.78,2.59,17.39,0.26,0.03
120,Euless,60336.40,0.69,2.28,15.46,0.23,0.02
120,Wylie,58953.40,0.72,2.39,15.99,0.24,0.02
120,DeSoto,55856.75,0.77,2.54,16.81,0.25,0.03
120,Texas City,52341.96,98.21,249.16,1101.64,24.92,2.49
120,Kyle,52310.58,3.24,9.83,59.09,0.98,0.10
120,Little Elm,51396.91,0.54,1.80,12.25,0.18,0.02
120,Burleson,50940.77,0.82,2.68,17.42,0.27,0.03
120,Grapevine,50844.85,0.57,1.88,12.72,0.19,0.02
120,Rockwall,49571.28,0.66,2.17,14.42,0.22,0.02
120,Bedford,49161.68,0.55,1.83,12.37,0.18,0.02
120,Cedar Hill,48512.57,0.68,2.24,14.77,0.22,0.02
120,Huntsville,45954.00,44.86,117.39,550.14,11.74,1.17
120,Haltom City,45653.71,0.51,1.69,11.48,0.17,0.02
120,Keller,45571.22,0.50,1.67,11.30,0.17,0.02
120,The Colony,44890.38,0.48,1.58,10.78,0.16,0.02
120,Waxahachie,43551.01,0.85,2.75,17.56,0.27,0.03
120,Channelview,41039.50,180.45,450.57,1888.82,45.06,4.51
120,Schertz,43045.88,1.84,5.70,36.21,0.57,0.06
120,Coppell,42004.14,0.46,1.54,10.47,0.15,0.02
120,Weslaco,41410.07,0.51,1.69,11.35,0.17,0.02
120,Friendswood,38760.50,136.07,338.22,1426.23,33.82,3.38
120,Lancaster,40723.81,0.58,1.90,12.53,0.19,0.02
120,Hurst,39888.40,0.44,1.47,9.95,0.15,0.01
120,Duncanville,39851.92,0.53,1.73,11.55,0.17,0.02
120,Rosenberg,37822.58,97.97,245.05,1051.50,24.50,2.45
120,Mission Bend,35194.14,146.99,366.67,1538.67,36.67,3.67
120,Midlothian,37225.58,0.63,2.04,13.22,0.20,0.02
120,Copperas Cove,37073.22,1.86,5.70,34.61,0.57,0.06
120,Farmers Branch,36231.53,0.42,1.39,9.46,0.14,0.01
120,Socorro,36229.07,0.12,0.42,3.13,0.04,0.00
120,La Porte,34194.28,124.70,310.24,1306.98,31.02,3.10
120,San Juan,35657.23,0.29,0.97,6.85,0.10,0.01
120,Timberwood Park,34909.96,1.59,4.92,31.03,0.49,0.05
120,Del Rio,34521.27,3.30,9.77,55.87,0.98,0.10
120,Prosper,34547.56,0.36,1.21,8.19,0.12,0.01
120,Lufkin,33782.00,14.60,39.85,200.83,3.99,0.40
120,Weatherford,33894.51,0.62,2.00,12.86,0.20,0.02
120,Cibolo,33765.36,1.43,4.44,28.12,0.44,0.04
120,Deer Park,31921.44,133.54,333.16,1398.38,33.32,3.33
120,Harker Heights,33532.56,1.45,4.49,27.99,0.45,0.04
120,Cleburne,32931.68,0.75,2.40,15.19,0.24,0.02
120,Canyon Lake,32850.18,1.82,5.56,33.71,0.56,0.06
120,Hutto,32110.62,1.94,5.90,35.55,0.59,0.06
120,Nacogdoches,31834.05,9.72,27.02,140.32,2.70,0.27
120,West Odessa,31962.94,0.40,1.33,9.18,0.13,0.01
120,Seguin,31706.63,2.15,6.48,38.37,0.65,0.06
120,Southlake,31025.91,0.34,1.13,7.63,0.11,0.01
120,Greenville,29907.77,0.61,1.94,12.40,0.19,0.02
120,Sachse,29056.97,0.34,1.13,7.63,0.11,0.01
120,Converse,28704.64,1.34,4.15,26.26,0.42,0.04
120,Forney,28201.35,0.41,1.35,8.89,0.14,0.01
120,Eagle Pass,28088.76,2.76,8.16,46.58,0.82,0.08
120,Lake Jackson,27198.79,34.42,88.94,407.77,8.89,0.89
120,Alvin,26462.34,76.24,189.89,807.99,18.99,1.90
120,Balch Springs,27162.47,0.36,1.18,7.89,0.12,0.01
120,Celina,27124.95,0.31,1.01,6.80,0.10,0.01
120,Fulshear,25847.64,68.57,171.30,733.35,17.13,1.71
120,Colleyville,25890.80,0.28,0.94,6.41,0.09,0.01
120,Fort Hood,25741.07,1.02,3.17,19.97,0.32,0.03
120,Denison,25325.70,0.44,1.44,9.28,0.14,0.01
120,Corsicana,25293.45,1.29,3.96,23.51,0.40,0.04
120,University Park,25086.44,0.34,1.11,7.44,0.11,0.01
120,Kingsville,24957.24,3.03,8.85,49.98,0.89,0.09
120,Pecan Grove,23565.46,79.97,198.63,838.53,19.86,1.99
120,Big Spring,24720.63,1.21,3.71,22.27,0.37,0.04
120,Paris,24637.48,0.99,3.06,18.52,0.31,0.03
120,San Benito,24653.60,0.45,1.47,9.90,0.15,0.01
120,Cloverleaf,23206.45,107.88,269.47,1127.74,26.95,2.69
120,Kerrville,24471.20,1.57,4.75,28.21,0.48,0.05
120,Saginaw,24452.59,0.27,0.89,6.06,0.09,0.01
120,Benbrook,24413.70,0.32,1.05,6.96,0.10,0.01
120,Fresno,22730.76,95.53,238.35,1000.22,23.83,2.38
120,Katy,22798.59,69.40,172.52,731.40,17.25,1.73
120,Belton,23712.72,1.42,4.32,25.93,0.43,0.04
120,Marshall,23550.48,2.85,8.32,46.57,0.83,0.08
120,Watauga,23322.54,0.25,0.83,5.66,0.08,0.01
120,Horizon City,23064.10,0.07,0.26,1.93,0.03,0.00
120,Corinth,22855.20,0.24,0.79,5.38,0.08,0.01
120,Dickinson,20763.46,48.69,122.33,529.95,12.23,1.22
120,Ennis,21521.25,0.56,1.77,11.05,0.18,0.02
120,Stephenville,21307.79,0.91,2.82,17.05,0.28,0.03
120,Murphy,20988.22,0.24,0.80,5.40,0.08,0.01
120,Anna,20961.33,0.27,0.88,5.84,0.09,0.01
120,Princeton,20952.61,0.26,0.86,5.71,0.09,0.01
120,Brushy Creek,20907.30,1.08,3.30,20.52,0.33,0.03
120,Fate,20742.70,0.28,0.92,6.12,0.09,0.01
120,Portland,20281.42,2.42,7.11,41.09,0.71,0.07
120,Alamo,19998.38,0.17,0.56,3.95,0.06,0.01
120,Plainview,19858.96,0.81,2.51,15.39,0.25,0.03
120,Universal City,19813.80,0.87,2.71,17.25,0.27,0.03
120,Angleton,18983.66,32.56,82.93,369.56,8.29,0.83
120,Boerne,19471.99,0.85,2.63,16.48,0.26,0.03
120,Alton,19195.83,0.16,0.53,3.76,0.05,0.01
120,Orange,18931.81,9.72,26.29,131.16,2.63,0.26
120,Cinco Ranch,18161.90,64.65,160.72,677.27,16.07,1.61
120,Lakeway,19087.12,1.02,3.11,19.28,0.31,0.03
120,Terrell,19002.45,0.35,1.12,7.23,0.11,0.01
120,Crowley,18993.27,0.27,0.90,5.90,0.09,0.01
120,Seagoville,18954.03,0.28,0.92,6.02,0.09,0.01
120,Palestine,18784.62,3.36,9.61,52.01,0.96,0.10
120,La Marque,18246.76,30.57,77.96,348.43,7.80,0.78
120,Brownwood,18757.60,1.26,3.80,22.25,0.38,0.04
120,Steiner Ranch,18637.43,1.09,3.32,20.54,0.33,0.03
120,Nederland,18281.04,6.99,19.23,99.06,1.92,0.19
120,White Settlement,18107.87,0.21,0.70,4.71,0.07,0.01
120,Brenham,17764.41,14.50,38.28,182.16,3.83,0.38
120,Bay City,17414.28,19.14,49.80,231.02,4.98,0.50
120,Alice,17719.86,2.30,6.69,37.47,0.67,0.07
120,Gainesville,17674.07,0.29,0.93,6.04,0.09,0.01
120,Melissa,17486.09,0.21,0.69,4.64,0.07,0.01
120,Royse City,17344.13,0.26,0.85,5.55,0.08,0.01
120,Stafford,16288.68,72.48,180.99,758.32,18.10,1.81
120,Glenn Heights,17162.50,0.25,0.82,5.38,0.08,0.01
120,Addison,17117.51,0.20,0.65,4.42,0.06,0.01
120,Bellaire,16144.86,75.02,187.26,783.10,18.73,1.87
120,Groves,16860.00,5.54,15.36,80.55,1.54,0.15
120,Manor,16873.30,1.11,3.35,20.15,0.34,0.03
120,Donna,16764.70,0.17,0.56,3.87,0.06,0.01
120,Taylor,16718.22,1.32,3.94,23.02,0.39,0.04
120,Pampa,16703.43,0.78,2.41,14.48,0.24,0.02
120,Humble,15539.99,69.00,172.30,722.10,17.23,1.72
120,Mercedes,16437.17,0.23,0.75,5.02,0.08,0.01
120,Hewitt,16206.37,0.94,2.87,17.29,0.29,0.03
120,Sulphur Springs,16159.56,0.61,1.90,11.59,0.19,0.02
120,Mount Pleasant,16020.78,1.07,3.24,18.92,0.32,0.03
120,Gatesville,16017.47,1.07,3.23,18.99,0.32,0.03
120,South Houston,15094.22,69.79,174.30,729.50,17.43,1.74
120,Highland Village,15994.99,0.17,0.56,3.79,0.06,0.01
120,Red Oak,15896.77,0.25,0.81,5.29,0.08,0.01
120,Rendon,15882.70,0.22,0.74,4.85,0.07,0.01
120,Live Oak,15842.33,0.73,2.27,14.42,0.23,0.02
120,Palmview,15642.58,0.13,0.44,3.05,0.04,0.00
120,Buda,15450.21,0.90,2.75,16.77,0.28,0.03
120,Aldine,14555.45,68.01,169.78,709.98,16.98,1.70
120,Canyon,15379.81,0.36,1.14,7.70,0.11,0.01
120,Uvalde,15298.53,1.24,3.69,21.47,0.37,0.04
120,Rio Grande City,15234.95,0.54,1.70,10.40,0.17,0.02
120,Mineral Wells,15113.41,0.37,1.17,7.35,0.12,0.01
120,West University Place,14063.47,65.06,162.40,679.13,16.24,1.62
120,Hereford,14849.82,0.57,1.78,10.91,0.18,0.02
120,Lockhart,14661.86,1.28,3.79,21.94,0.38,0.04
120,Dumas,14336.60,0.62,1.91,11.57,0.19,0.02
120,Hidalgo,14243.23,0.12,0.40,2.78,0.04,0.00
120,Jacksonville,14118.79,2.10,6.06,33.32,0.61,0.06
120,Wells Branch,14121.80,0.82,2.52,15.47,0.25,0.03
120,Forest Hill,13913.88,0.18,0.58,3.88,0.06,0.01
120,Lumberton,13588.96,8.96,23.92,116.63,2.39,0.24
120,Azle,13724.93,0.18,0.58,3.87,0.06,0.01
120,Port Neches,13500.96,4.32,11.98,62.96,1.20,0.12
120,Seabrook,12990.31,39.09,97.21,412.64,9.72,0.97
120,Beeville,13442.73,2.42,6.92,37.61,0.69,0.07
120,Trophy Club,13446.22,0.15,0.48,3.28,0.05,0.00
120,Kilgore,13404.89,1.04,3.13,18.33,0.31,0.03
120,Andrews,13397.39,0.43,1.35,8.35,0.13,0.01
120,Henderson,13288.78,1.81,5.25,29.13,0.53,0.05
120,Tomball,12417.66,39.31,97.61,413.03,9.76,0.98
120,Athens,12977.98,0.96,2.87,16.62,0.29,0.03
120,Manvel,12189.10,45.92,114.33,481.12,11.43,1.14
120,Santa Fe,12348.29,27.11,68.29,297.60,6.83,0.68
120,Robinson,12637.38,0.78,2.38,14.18,0.24,0.02
120,Lantana,12575.93,0.13,0.44,2.97,0.04,0.00
120,Levelland,12546.59,0.40,1.27,8.10,0.13,0.01
120,Borger,12378.04,0.47,1.46,9.00,0.15,0.01
120,Webster,11708.03,36.37,90.37,382.95,9.04,0.90
120,El Campo,11963.40,12.02,31.42,146.85,3.14,0.31
120,Richmond,11559.35,34.77,86.47,366.96,8.65,0.86
120,Hornsby Bend,11989.77,0.78,2.37,14.31,0.24,0.02
120,Fort Bliss,12005.30,0.06,0.21,1.49,0.02,0.00
120,Granbury,11651.94,0.29,0.92,5.80,0.09,0.01
120,Roma,11521.34,0.54,1.65,9.93,0.17,0.02
120,Four Corners,10851.04,44.53,111.05,466.26,11.11,1.11
120,Leon Valley,11450.52,0.69,2.10,12.86,0.21,0.02
120,Port Lavaca,11272.26,5.48,14.86,74.13,1.49,0.15
120,La Homa,11383.52,0.10,0.32,2.25,0.03,0.00
120,Snyder,11285.35,0.63,1.92,11.44,0.19,0.02
120,Selma,11279.88,0.49,1.53,9.74,0.15,0.02
120,Fredericksburg,11225.24,0.75,2.26,13.39,0.23,0.02
120,Iowa Colony,10475.80,35.87,89.13,376.19,8.91,0.89
120,Heartland,11010.51,0.17,0.56,3.68,0.06,0.01
120,Burkburnett,10999.89,0.26,0.83,5.31,0.08,0.01
120,Elgin,10961.51,0.95,2.83,16.40,0.28,0.03
120,Pleasanton,10826.98,0.69,2.10,12.49,0.21,0.02
120,Scenic Oaks,10706.97,0.45,1.38,8.81,0.14,0.01
120,Clute,10407.76,11.33,29.50,137.29,2.95,0.30
120,Freeport,10391.10,11.78,30.61,141.80,3.06,0.31
120,Fair Oaks Ranch,10610.30,0.44,1.37,8.69,0.14,0.01
120,Bonham,10583.42,0.23,0.74,4.67,0.07,0.01
120,Fairview,10563.87,0.12,0.38,2.59,0.04,0.00
121,Houston,5702332.42,25557.99,63853.62,279771.96,6385.36,638.54
121,Dallas,5839273.76,84.40,276.31,1896.16,27.63,2.76
121,San Antonio,2064204.31,143.20,431.92,2661.69,43.19,4.32
121,Austin,1909036.69,159.07,474.93,2876.55,47.49,4.75
121,Fort Worth,940670.24,12.04,39.69,276.12,3.97,0.40
121,El Paso,862210.04,4.80,16.48,118.58,1.65,0.16
121,McAllen,809588.93,7.84,26.23,187.31,2.62,0.26
121,Denton,454862.74,5.35,17.71,124.03,1.77,0.18
121,Arlington,394502.38,4.97,16.40,114.61,1.64,0.16
121,Corpus Christi,337379.30,64.51,184.14,1040.90,18.41,1.84
121,Plano,287163.22,3.16,10.53,74.75,1.05,0.11
121,Lubbock,282378.47,16.08,48.96,303.30,4.90,0.49
121,Killeen,260521.34,13.89,42.50,268.00,4.25,0.43
121,Laredo,254903.48,29.74,87.17,512.70,8.72,0.87
121,Irving,254871.48,2.98,9.88,70.06,0.99,0.10
121,Garland,245136.33,2.94,9.74,68.95,0.97,0.10
121,Brownsville,222995.93,10.06,30.99,194.82,3.10,0.31
121,College Station,213317.86,91.87,251.05,1324.74,25.10,2.51
121,Frisco,210113.80,2.23,7.44,52.80,0.74,0.07
121,Amarillo,204718.22,9.03,27.88,176.29,2.79,0.28
121,Galveston,196770.25,298.15,764.81,3604.53,76.48,7.65
121,McKinney,202190.54,2.25,7.47,52.71,0.75,0.07
121,Grand Prairie,198429.78,2.49,8.22,57.62,0.82,0.08
121,Waco,197015.88,15.28,45.77,277.36,4.58,0.46
121,Odessa,162492.09,3.11,10.04,68.13,1.00,0.10
121,Pasadena,140787.62,591.12,1476.95,6488.40,147.70,14.77
121,Mesquite,148744.32,1.93,6.36,44.53,0.64,0.06
121,Beaumont,144023.49,105.92,281.52,1418.08,28.15,2.82
121,Midland,143553.12,3.36,10.73,71.38,1.07,0.11
121,Carrollton,132659.57,1.46,4.86,34.58,0.49,0.05
121,Tyler,130575.25,12.82,37.92,225.16,3.79,0.38
121,Lewisville,128236.51,1.37,4.57,32.49,0.46,0.05
121,Abilene,126829.55,7.54,22.91,141.56,2.29,0.23
121,Pearland,118705.89,509.54,1273.54,5591.90,127.35,12.74
121,Round Rock,123997.02,6.78,20.76,133.15,2.08,0.21
121,Temple,123557.97,9.87,29.52,179.20,2.95,0.30
121,Richardson,118194.10,1.35,4.48,31.84,0.45,0.04
121,The Woodlands,111636.91,317.24,791.37,3521.65,79.14,7.91
121,Harlingen,115636.19,2.69,8.60,57.65,0.86,0.09
121,League City,109672.08,310.59,775.08,3452.01,77.51,7.75
121,Port Arthur,113351.58,57.39,155.56,812.30,15.56,1.56
121,Longview,112276.36,11.42,33.71,200.10,3.37,0.34
121,Sugar Land,103685.53,400.22,998.44,4394.39,99.84,9.98
121,Allen,107619.59,1.16,3.86,27.39,0.39,0.04
121,Edinburg,102504.54,0.98,3.30,23.68,0.33,0.03
121,Wichita Falls,102408.99,3.37,10.55,67.91,1.06,0.11
121,San Angelo,99222.85,7.43,22.30,135.62,2.23,0.22
121,New Braunfels,98467.69,5.55,16.96,107.33,1.70,0.17
121,Conroe,93529.70,184.69,467.96,2149.86,46.80,4.68
121,Atascocita,88510.15,373.10,932.43,4096.35,93.24,9.32
121,Mission,86192.52,0.68,2.30,17.06,0.23,0.02
121,Bryan,85391.33,26.36,73.38,401.84,7.34,0.73
121,Baytown,80348.33,259.36,645.09,2854.31,64.51,6.45
121,Pharr,79770.36,0.63,2.14,15.90,0.21,0.02
121,Georgetown,78615.22,4.51,13.75,86.93,1.38,0.14
121,Texarkana,78252.93,8.06,23.78,140.74,2.38,0.24
121,Flower Mound,77839.63,0.83,2.78,19.72,0.28,0.03
121,Cedar Park,77300.25,3.94,12.13,78.74,1.21,0.12
121,Mansfield,75342.48,1.06,3.49,24.08,0.35,0.03
121,Missouri City,70945.24,292.72,731.22,3213.54,73.12,7.31
121,San Marcos,74273.37,4.86,14.71,91.64,1.47,0.15
121,Sherman,73922.99,1.21,3.94,26.73,0.39,0.04
121,North Richland Hills,70295.72,0.76,2.53,17.97,0.25,0.03
121,Leander,67734.13,3.32,10.22,66.20,1.02,0.10
121,Spring,63352.15,252.73,630.84,2774.06,63.08,6.31
121,Victoria,65819.14,25.93,71.18,377.92,7.12,0.71
121,Pflugerville,65001.71,3.77,11.52,73.59,1.15,0.12
121,Rowlett,64096.95,0.77,2.55,17.99,0.26,0.03
121,Euless,60335.46,0.68,2.26,15.99,0.23,0.02
121,Wylie,58952.45,0.71,2.36,16.53,0.24,0.02
121,DeSoto,55855.76,0.76,2.50,17.38,0.25,0.03
121,Texas City,52311.30,96.23,244.65,1132.44,24.46,2.45
121,Kyle,52307.53,3.18,9.68,61.00,0.97,0.10
121,Little Elm,51396.16,0.53,1.78,12.67,0.18,0.02
121,Burleson,50939.78,0.81,2.64,18.01,0.26,0.03
121,Grapevine,50844.08,0.56,1.85,13.15,0.19,0.02
121,Rockwall,49570.43,0.65,2.14,14.91,0.21,0.02
121,Bedford,49160.93,0.54,1.80,12.80,0.18,0.02
121,Cedar Hill,48511.71,0.67,2.21,15.28,0.22,0.02
121,Huntsville,45936.31,43.98,115.32,565.94,11.53,1.15
121,Haltom City,45653.01,0.50,1.67,11.88,0.17,0.02
121,Keller,45570.54,0.50,1.65,11.69,0.16,0.02
121,The Colony,44889.72,0.47,1.56,11.15,0.16,0.02
121,Waxahachie,43550.03,0.84,2.71,18.15,0.27,0.03
121,Channelview,41012.83,176.09,440.18,1932.98,44.02,4.40
121,Schertz,43043.80,1.81,5.62,37.41,0.56,0.06
121,Coppell,42003.50,0.46,1.52,10.83,0.15,0.02
121,Weslaco,41409.38,0.50,1.67,11.74,0.17,0.02
121,Friendswood,38733.33,133.12,331.25,1462.45,33.12,3.31
121,Lancaster,40723.08,0.57,1.87,12.95,0.19,0.02
121,Hurst,39887.79,0.44,1.45,10.30,0.15,0.01
121,Duncanville,39851.24,0.52,1.71,11.94,0.17,0.02
121,Rosenberg,37797.46,95.91,240.40,1079.90,24.04,2.40
121,Mission Bend,35170.54,143.53,358.44,1575.48,35.84,3.58
121,Midlothian,37224.84,0.62,2.01,13.67,0.20,0.02
121,Copperas Cove,37071.42,1.83,5.62,35.74,0.56,0.06
121,Farmers Branch,36230.95,0.41,1.37,9.79,0.14,0.01
121,Socorro,36228.86,0.12,0.41,3.24,0.04,0.00
121,La Porte,34169.93,121.96,303.78,1340.01,30.38,3.04
121,San Juan,35656.79,0.28,0.96,7.09,0.10,0.01
121,Timberwood Park,34908.20,1.56,4.85,32.06,0.48,0.05
121,Del Rio,34518.66,3.24,9.62,57.64,0.96,0.10
121,Prosper,34547.06,0.36,1.19,8.47,0.12,0.01
121,Lufkin,33774.50,14.33,39.18,206.80,3.92,0.39
121,Weatherford,33893.79,0.61,1.97,13.29,0.20,0.02
121,Cibolo,33763.76,1.41,4.38,29.06,0.44,0.04
121,Deer Park,31899.82,130.40,325.71,1431.93,32.57,3.26
121,Harker Heights,33531.03,1.43,4.43,28.91,0.44,0.04
121,Cleburne,32930.85,0.74,2.37,15.69,0.24,0.02
121,Canyon Lake,32848.41,1.79,5.48,34.81,0.55,0.05
121,Hutto,32108.79,1.91,5.81,36.70,0.58,0.06
121,Nacogdoches,31828.50,9.54,26.57,144.55,2.66,0.27
121,West Odessa,31962.36,0.40,1.32,9.50,0.13,0.01
121,Seguin,31704.71,2.11,6.38,39.60,0.64,0.06
121,Southlake,31025.44,0.33,1.11,7.89,0.11,0.01
121,Greenville,29907.09,0.60,1.92,12.82,0.19,0.02
121,Sachse,29056.51,0.34,1.12,7.89,0.11,0.01
121,Converse,28703.14,1.32,4.09,27.13,0.41,0.04
121,Forney,28200.83,0.41,1.33,9.19,0.13,0.01
121,Eagle Pass,28086.58,2.71,8.03,48.05,0.80,0.08
121,Lake Jackson,27186.06,33.74,87.37,419.45,8.74,0.87
121,Alvin,26444.18,74.61,186.22,829.50,18.62,1.86
121,Balch Springs,27162.00,0.35,1.17,8.16,0.12,0.01
121,Celina,27124.55,0.30,1.00,7.03,0.10,0.01
121,Fulshear,25830.50,67.11,168.03,753.05,16.80,1.68
121,Colleyville,25890.41,0.28,0.93,6.63,0.09,0.01
121,Fort Hood,25739.96,1.00,3.13,20.63,0.31,0.03
121,Denison,25325.18,0.44,1.42,9.59,0.14,0.01
121,Corsicana,25292.30,1.27,3.90,24.27,0.39,0.04
121,University Park,25085.99,0.33,1.09,7.69,0.11,0.01
121,Kingsville,24954.91,2.97,8.72,51.56,0.87,0.09
121,Pecan Grove,23548.78,78.25,194.62,860.10,19.46,1.95
121,Big Spring,24719.50,1.19,3.66,22.99,0.37,0.04
121,Paris,24636.54,0.97,3.01,19.12,0.30,0.03
121,San Benito,24652.98,0.45,1.45,10.24,0.15,0.01
121,Cloverleaf,23192.50,105.17,262.99,1153.02,26.30,2.63
121,Kerrville,24469.78,1.54,4.68,29.12,0.47,0.05
121,Saginaw,24452.22,0.26,0.88,6.27,0.09,0.01
121,Benbrook,24413.29,0.31,1.03,7.20,0.10,0.01
121,Fresno,22715.43,93.28,233.00,1024.15,23.30,2.33
121,Katy,22782.96,67.90,169.13,750.60,16.91,1.69
121,Belton,23711.39,1.40,4.25,26.77,0.43,0.04
121,Marshall,23548.38,2.80,8.19,48.03,0.82,0.08
121,Watauga,23322.19,0.25,0.82,5.86,0.08,0.01
121,Horizon City,23063.97,0.07,0.25,2.00,0.03,0.00
121,Corinth,22854.87,0.23,0.78,5.56,0.08,0.01
121,Dickinson,20749.89,47.69,120.06,544.52,12.01,1.20
121,Ennis,21520.66,0.55,1.74,11.42,0.17,0.02
121,Stephenville,21306.92,0.90,2.78,17.60,0.28,0.03
121,Murphy,20987.89,0.24,0.79,5.59,0.08,0.01
121,Anna,20960.98,0.26,0.87,6.04,0.09,0.01
121,Princeton,20952.27,0.26,0.85,5.90,0.08,0.01
121,Brushy Creek,20906.17,1.06,3.26,21.19,0.33,0.03
121,Fate,20742.35,0.28,0.91,6.33,0.09,0.01
121,Portland,20279.34,2.38,7.00,42.42,0.70,0.07
121,Alamo,19998.13,0.16,0.56,4.09,0.06,0.01
121,Plainview,19858.15,0.80,2.47,15.89,0.25,0.02
121,Universal City,19812.80,0.86,2.67,17.82,0.27,0.03
121,Angleton,18973.22,31.90,81.43,379.91,8.14,0.81
121,Boerne,19471.07,0.84,2.60,17.03,0.26,0.03
121,Alton,19195.58,0.16,0.53,3.89,0.05,0.01
121,Orange,18926.82,9.54,25.86,135.09,2.59,0.26
121,Cinco Ranch,18149.19,63.23,157.39,694.41,15.74,1.57
121,Lakeway,19086.06,1.00,3.07,19.92,0.31,0.03
121,Terrell,19002.04,0.34,1.11,7.48,0.11,0.01
121,Crowley,18992.92,0.27,0.88,6.10,0.09,0.01
121,Seagoville,18953.68,0.28,0.90,6.22,0.09,0.01
121,Palestine,18782.43,3.30,9.45,53.60,0.95,0.09
121,La Marque,18236.52,29.96,76.57,358.31,7.66,0.77
121,Brownwood,18756.52,1.24,3.74,22.96,0.37,0.04
121,Steiner Ranch,18636.30,1.07,3.28,21.21,0.33,0.03
121,Nederland,18276.85,6.87,18.92,102.12,1.89,0.19
121,White Settlement,18107.58,0.21,0.69,4.87,0.07,0.01
121,Brenham,17758.46,14.22,37.61,187.39,3.76,0.38
121,Bay City,17406.95,18.77,48.92,237.65,4.89,0.49
121,Alice,17718.14,2.26,6.59,38.65,0.66,0.07
121,Gainesville,17673.72,0.28,0.92,6.24,0.09,0.01
121,Melissa,17485.81,0.21,0.69,4.80,0.07,0.01
121,Royse City,17343.81,0.26,0.84,5.74,0.08,0.01
121,Stafford,16278.33,70.72,176.77,775.86,17.68,1.77
121,Glenn Heights,17162.18,0.25,0.81,5.56,0.08,0.01
121,Addison,17117.24,0.19,0.64,4.57,0.06,0.01
121,Bellaire,16135.40,73.11,182.69,800.36,18.27,1.83
121,Groves,16856.42,5.44,15.12,83.07,1.51,0.15
121,Manor,16872.26,1.09,3.31,20.80,0.33,0.03
121,Donna,16764.46,0.17,0.56,4.00,0.06,0.01
121,Taylor,16717.10,1.29,3.88,23.75,0.39,0.04
121,Pampa,16702.69,0.77,2.37,14.95,0.24,0.02
121,Humble,15529.98,67.32,168.31,738.90,16.83,1.68
121,Mercedes,16436.86,0.23,0.74,5.19,0.07,0.01
121,Hewitt,16205.48,0.93,2.83,17.86,0.28,0.03
121,Sulphur Springs,16158.97,0.60,1.88,11.97,0.19,0.02
121,Mount Pleasant,16019.86,1.06,3.19,19.53,0.32,0.03
121,Gatesville,16016.54,1.05,3.18,19.60,0.32,0.03
121,South Houston,15085.12,68.04,170.11,745.88,17.01,1.70
121,Highland Village,15994.76,0.16,0.55,3.92,0.05,0.01
